number,emails,fund_date,amount,u_email,p_projectID,number,pid,amount collected
,,2018-10-07 18:21:52,,floxy@aol.com,1892422,,,
,,2018-09-27 07:37:07,,dinther@mac.com,1892422,,,
,,2018-10-01 19:33:45,,conteb@att.net,1892364,,,
,,2018-09-26 15:49:07,,dprice@msn.com,1892364,,,
,,2018-09-23 04:22:35,,josem@aol.com,1892364,,,
,,2018-09-20 06:31:37,,frostman@live.com,1892364,,,
,,2018-10-02 03:11:01,,munson@aol.com,1892364,,,
,,2018-10-03 11:39:12,,bolow@aol.com,1892364,,,
,,2018-09-20 08:41:41,,penna@sbcglobal.net,1892364,,,
,,2018-09-23 08:18:03,,graham@sbcglobal.net,1892364,,,
,,2018-09-22 03:40:01,,frostman@live.com,1875845,,,
,,2018-09-14 23:06:44,,isotopian@yahoo.com,1875845,,,
,,2018-09-25 00:07:07,,bolow@aol.com,1875845,,,
,,2018-10-04 07:58:05,,mrdvt@outlook.com,1875845,,,
,,2018-10-01 18:08:22,,jpflip@yahoo.ca,1875845,,,
,,2018-09-22 01:49:55,,bolow@aol.com,1875845,,,
,,2018-09-23 02:44:30,,msherr@hotmail.com,1875845,,,
,,2018-09-26 15:59:40,,raides@me.com,1875845,,,
,,2018-10-06 04:08:31,,munson@aol.com,1875845,,,
,,2018-10-04 16:07:35,,graham@sbcglobal.net,1874873,,,
,,2018-10-06 17:29:31,,msherr@hotmail.com,1874873,,,
,,2018-09-22 21:09:54,,floxy@aol.com,1874873,,,
,,2018-10-04 21:52:30,,storerm@comcast.net,1874873,,,
,,2018-09-26 16:59:01,,inico@att.net,1871615,,,
,,2018-10-01 05:44:25,,floxy@aol.com,1871615,,,
,,2018-09-22 18:45:56,,zwood@optonline.net,1871615,,,
,,2018-10-04 03:21:28,,jpflip@yahoo.ca,1871615,,,
,,2018-09-27 14:37:03,,library@yahoo.ca,1871615,,,
,,2018-10-04 06:04:21,,stecoop@yahoo.com,1871615,,,
,,2018-09-29 17:40:40,,tbmaddux@comcast.net,1863435,,,
,,2018-09-30 20:45:32,,shawnce@yahoo.com,1863435,,,
,,2018-10-05 11:20:34,,rkobes@me.com,1863435,,,
,,2018-09-27 15:30:40,,bolow@aol.com,1863435,,,
,,2018-09-23 06:09:39,,tbmaddux@comcast.net,1858383,,,
,,2018-09-20 11:58:48,,sherzodr@outlook.com,1858383,,,
,,2018-09-28 17:49:19,,nasor@yahoo.com,1851486,,,
,,2018-10-06 13:26:06,,lbaxter@msn.com,1851486,,,
,,2018-10-06 05:13:37,,dprice@msn.com,1851486,,,
,,2018-09-26 05:01:13,,sherzodr@outlook.com,1851486,,,
,,2018-10-02 11:23:31,,hllam@yahoo.ca,1851486,,,
,,2018-09-26 21:04:34,,sherzodr@outlook.com,1851486,,,
,,2018-10-07 08:17:05,,parasite@hotmail.com,1851486,,,
,,2018-09-27 19:52:13,,dalamb@att.net,1842503,,,
,,2018-10-03 14:34:43,,telbij@msn.com,1842503,,,
,,2018-09-29 06:09:02,,ewaters@att.net,1842503,,,
,,2018-10-04 03:19:41,,nasor@yahoo.com,1842503,,,
,,2018-10-02 05:23:05,,jhardin@verizon.net,1835207,,,
,,2018-10-01 21:51:28,,stecoop@yahoo.com,1835207,,,
,,2018-09-25 15:28:00,,tbmaddux@comcast.net,1835207,,,
,,2018-09-20 07:32:10,,jhardin@verizon.net,1835207,,,
,,2018-09-25 14:16:02,,hllam@yahoo.ca,1835207,,,
,,2018-09-27 19:15:25,,stecoop@yahoo.com,1835207,,,
,,2018-10-07 23:45:17,,tbeck@yahoo.ca,1831525,,,
,,2018-09-21 10:51:37,,hllam@yahoo.ca,1831525,,,
,,2018-09-30 12:45:20,,mahbub@yahoo.com,1831525,,,
,,2018-10-01 21:49:43,,chlim@icloud.com,1831525,,,
,,2018-09-28 07:21:43,,crusader@yahoo.ca,1831525,,,
,,2018-10-03 07:11:15,,josem@aol.com,1831525,,,
,,2018-10-03 17:35:00,,josem@aol.com,1831525,,,
,,2018-09-21 04:36:18,,vmalik@me.com,1831525,,,
,,2018-10-07 01:24:16,,stecoop@yahoo.com,1831525,,,
,,2018-09-25 16:42:15,,isotopian@yahoo.com,1830042,,,
,,2018-09-23 20:13:28,,parasite@hotmail.com,1830042,,,
,,2018-10-06 05:01:34,,isotopian@yahoo.com,1830042,,,
,,2018-10-01 04:50:45,,isotopian@yahoo.com,1830042,,,
,,2018-09-23 03:17:02,,ewaters@att.net,1830042,,,
,,2018-09-30 12:02:18,,shawnce@yahoo.com,1830042,,,
,,2018-09-29 08:33:49,,lstein@sbcglobal.net,1830042,,,
,,2018-09-23 05:59:20,,lstein@sbcglobal.net,1830042,,,
,,2018-09-14 11:51:11,,hllam@yahoo.ca,1829814,,,
,,2018-09-15 23:50:54,,josem@aol.com,1829814,,,
,,2018-10-03 19:24:26,,lbaxter@msn.com,1829814,,,
,,2018-09-27 15:09:52,,dprice@msn.com,1829814,,,
,,2018-10-05 23:39:20,,lstein@sbcglobal.net,1829814,,,
,,2018-10-07 04:46:38,,rkobes@me.com,1829814,,,
,,2018-10-03 23:31:46,,zwood@optonline.net,1828978,,,
,,2018-09-28 12:36:56,,chlim@icloud.com,1828978,,,
,,2018-09-22 10:34:07,,frostman@live.com,1828978,,,
,,2018-09-28 23:28:07,,privcan@outlook.com,1828978,,,
,,2018-09-28 09:34:35,,stecoop@yahoo.com,1828978,,,
,,2018-10-05 02:14:55,,library@yahoo.ca,1828978,,,
,,2018-09-29 19:43:51,,bolow@aol.com,1821967,,,
,,2018-09-23 11:39:59,,sherzodr@outlook.com,1821967,,,
,,2018-10-07 09:41:13,,hllam@yahoo.ca,1821967,,,
,,2018-09-28 20:27:52,,rkobes@me.com,1821077,,,
,,2018-09-26 02:18:41,,telbij@msn.com,1821077,,,
,,2018-10-03 04:16:18,,mrdvt@outlook.com,1821077,,,
,,2018-10-02 08:17:15,,tbeck@yahoo.ca,1819382,,,
,,2018-10-04 15:17:04,,parasite@hotmail.com,1819382,,,
,,2018-09-13 06:09:57,,lstein@sbcglobal.net,1813206,,,
,,2018-10-03 21:03:56,,munson@aol.com,1813206,,,
,,2018-10-01 05:32:59,,dalamb@att.net,1813206,,,
,,2018-09-24 06:05:33,,inico@att.net,1813206,,,
,,2018-09-27 03:30:42,,stecoop@yahoo.com,1813206,,,
,,2018-09-22 16:59:09,,nasor@yahoo.com,1813206,,,
,,2018-09-23 19:28:59,,cderoove@yahoo.ca,1813206,,,
,,2018-09-22 21:41:05,,floxy@aol.com,1813206,,,
,,2018-09-30 18:15:15,,tbmaddux@comcast.net,1813206,,,
,,2018-09-18 21:27:41,,isaacson@msn.com,1799626,,,
,,2018-09-30 06:17:29,,mrdvt@outlook.com,1799626,,,
,,2018-09-22 19:30:39,,rtanter@comcast.net,1799626,,,
,,2018-09-30 22:16:29,,portele@verizon.net,1799626,,,
,,2018-09-22 21:00:05,,telbij@msn.com,1799626,,,
,,2018-09-20 02:02:23,,crusader@yahoo.ca,1790345,,,
,,2018-09-29 10:06:33,,floxy@aol.com,1790345,,,
,,2018-09-28 11:00:13,,graham@sbcglobal.net,1790345,,,
,,2018-09-22 13:42:00,,cderoove@yahoo.ca,1790345,,,
,,2018-10-06 17:18:46,,sherzodr@outlook.com,1790345,,,
,,2018-10-07 17:47:08,,graham@sbcglobal.net,1790345,,,
,,2018-10-07 21:09:49,,graham@sbcglobal.net,1790345,,,
,,2018-09-25 11:40:09,,jhardin@verizon.net,1790345,,,
,,2018-09-24 11:20:36,,vmalik@me.com,1786666,,,
,,2018-09-24 00:21:09,,tbeck@yahoo.ca,1786666,,,
,,2018-09-21 00:03:44,,crusader@yahoo.ca,1786666,,,
,,2018-09-24 10:56:10,,jnolan@outlook.com,1784641,,,
,,2018-09-20 01:56:59,,kodeman@me.com,1784641,,,
,,2018-09-26 19:50:46,,floxy@aol.com,1784641,,,
,,2018-10-06 12:32:31,,privcan@outlook.com,1784641,,,
,,2018-09-21 14:59:44,,rkobes@me.com,1783660,,,
,,2018-09-23 20:15:35,,frostman@live.com,1783660,,,
,,2018-09-20 05:27:31,,storerm@comcast.net,1783660,,,
,,2018-10-06 11:43:39,,osrin@msn.com,1783660,,,
,,2018-10-02 03:58:32,,sherzodr@outlook.com,1783660,,,
,,2018-09-29 18:11:12,,mrdvt@outlook.com,1783660,,,
,,2018-09-17 05:40:25,,iamcal@live.com,1776300,,,
,,2018-09-17 05:22:11,,jpflip@yahoo.ca,1776300,,,
,,2018-10-03 08:55:08,,sherzodr@outlook.com,1776300,,,
,,2018-09-29 22:51:27,,tbeck@yahoo.ca,1776300,,,
,,2018-09-20 20:00:08,,jpflip@yahoo.ca,1776300,,,
,,2018-09-27 00:06:56,,sherzodr@outlook.com,1776300,,,
,,2018-09-29 04:09:02,,jhardin@verizon.net,1773975,,,
,,2018-09-19 15:44:55,,dinther@mac.com,1773975,,,
,,2018-09-26 12:37:41,,chlim@icloud.com,1773975,,,
,,2018-10-01 16:29:30,,tbmaddux@comcast.net,1773975,,,
,,2018-10-06 01:18:50,,floxy@aol.com,1773975,,,
,,2018-10-07 11:50:19,,storerm@comcast.net,1773975,,,
,,2018-10-05 14:50:56,,tbmaddux@comcast.net,1773975,,,
,,2018-10-07 03:42:50,,bolow@aol.com,1765307,,,
,,2018-10-06 06:13:12,,penna@sbcglobal.net,1765307,,,
,,2018-09-21 06:27:32,,privcan@outlook.com,1765307,,,
,,2018-09-24 15:08:28,,dinther@mac.com,1760049,,,
,,2018-09-22 16:44:22,,sherzodr@outlook.com,1760049,,,
,,2018-09-30 13:16:40,,jpflip@yahoo.ca,1759114,,,
,,2018-09-22 15:47:05,,graham@sbcglobal.net,1759114,,,
,,2018-09-25 11:14:39,,stecoop@yahoo.com,1759114,,,
,,2018-09-26 12:53:56,,sbmrjbr@gmail.com,1759114,,,
,,2018-10-07 16:11:49,,telbij@msn.com,1759114,,,
,,2018-10-04 21:13:34,,shawnce@yahoo.com,1751080,,,
,,2018-10-06 22:56:59,,rkobes@me.com,1751080,,,
,,2018-09-18 15:05:45,,dinther@mac.com,1746617,,,
,,2018-09-13 08:32:08,,bolow@aol.com,1746617,,,
,,2018-09-21 22:18:02,,isaacson@msn.com,1746617,,,
,,2018-10-07 00:45:10,,jnolan@outlook.com,1746617,,,
,,2018-10-03 08:07:27,,isaacson@msn.com,1746617,,,
,,2018-09-18 09:34:52,,bolow@aol.com,1741635,,,
,,2018-10-07 23:01:27,,shawnce@yahoo.com,1741635,,,
,,2018-09-24 01:34:31,,lstein@sbcglobal.net,1741635,,,
,,2018-09-25 22:10:06,,ewaters@att.net,1741635,,,
,,2018-10-05 14:23:35,,iamcal@live.com,1741635,,,
,,2018-09-21 12:44:09,,tbeck@yahoo.ca,1736848,,,
,,2018-09-25 08:53:59,,dprice@msn.com,1736848,,,
,,2018-09-27 06:30:43,,raides@me.com,1736848,,,
,,2018-09-21 06:04:29,,hllam@yahoo.ca,1736848,,,
,,2018-09-25 14:40:03,,lbaxter@msn.com,1736848,,,
,,2018-09-16 17:22:55,,conteb@att.net,1711280,,,
,,2018-09-21 10:22:09,,conteb@att.net,1711280,,,
,,2018-10-03 05:30:13,,conteb@att.net,1711280,,,
,,2018-09-30 21:17:29,,rtanter@comcast.net,1711280,,,
,,2018-10-02 19:47:55,,kodeman@me.com,1711280,,,
,,2018-10-05 07:40:50,,lstein@sbcglobal.net,1711280,,,
,,2018-10-05 20:39:33,,jnolan@outlook.com,1711280,,,
,,2018-10-07 09:17:30,,portele@verizon.net,1711280,,,
,,2018-09-27 05:16:46,,rtanter@comcast.net,1697257,,,
,,2018-10-05 02:44:46,,sherzodr@outlook.com,1697257,,,
,,2018-09-30 06:36:17,,isaacson@msn.com,1697257,,,
,,2018-09-29 22:02:30,,tbeck@yahoo.ca,1697257,,,
,,2018-10-07 05:17:54,,mahbub@yahoo.com,1676513,,,
,,2018-10-02 04:48:41,,nasor@yahoo.com,1676513,,,
,,2018-09-22 05:53:35,,mahbub@yahoo.com,1676513,,,
,,2018-09-22 14:41:09,,mahbub@yahoo.com,1676513,,,
,,2018-10-05 17:12:51,,lstein@sbcglobal.net,1676513,,,
,,2018-09-30 05:38:09,,nasor@yahoo.com,1676513,,,
,,2018-09-24 17:03:59,,chlim@icloud.com,1667953,,,
,,2018-10-01 16:13:05,,crusader@yahoo.ca,1667953,,,
,,2018-09-24 13:15:51,,portele@verizon.net,1667953,,,
,,2018-09-20 07:15:36,,osrin@msn.com,1667953,,,
,,2018-09-24 18:38:48,,mrdvt@outlook.com,1667953,,,
,,2018-09-25 00:55:02,,chlim@icloud.com,1660186,,,
,,2018-10-05 20:33:50,,portele@verizon.net,1660186,,,
,,2018-09-23 19:25:22,,kodeman@me.com,1660186,,,
,,2018-09-29 06:31:05,,privcan@outlook.com,1660186,,,
,,2018-09-28 09:04:37,,telbij@msn.com,1660186,,,
,,2018-09-23 07:49:59,,jnolan@outlook.com,1660186,,,
,,2018-09-23 19:15:11,,tbeck@yahoo.ca,1660186,,,
,,2018-10-07 21:54:12,,isotopian@yahoo.com,1656090,,,
,,2018-10-01 12:39:51,,shawnce@yahoo.com,1656090,,,
,,2018-09-26 11:47:20,,mrdvt@outlook.com,1656090,,,
,,2018-10-05 07:18:19,,bolow@aol.com,1656090,,,
,,2018-09-26 20:30:02,,portele@verizon.net,1656090,,,
,,2018-09-27 01:39:14,,sherzodr@outlook.com,1656090,,,
,,2018-09-30 14:12:51,,dinther@mac.com,1656090,,,
,,2018-09-20 03:13:37,,rkobes@me.com,1656090,,,
,,2018-09-24 04:31:10,,isaacson@msn.com,1656090,,,
,,2018-10-05 13:30:35,,conteb@att.net,1649684,,,
,,2018-10-04 15:53:31,,raides@me.com,1649684,,,
,,2018-10-06 08:15:13,,iamcal@live.com,1649684,,,
,,2018-09-27 12:22:14,,iamcal@live.com,1649684,,,
,,2018-09-22 01:21:19,,floxy@aol.com,1649684,,,
,,2018-10-01 15:17:12,,jpflip@yahoo.ca,1648495,,,
,,2018-10-04 09:11:49,,rkobes@me.com,1648495,,,
,,2018-09-27 12:27:02,,stecoop@yahoo.com,1648495,,,
,,2018-09-22 11:28:08,,munson@aol.com,1648495,,,
,,2018-09-29 18:27:59,,conteb@att.net,1648495,,,
,,2018-09-28 10:25:54,,penna@sbcglobal.net,1648495,,,
,,2018-09-26 14:35:43,,lstein@sbcglobal.net,1648495,,,
,,2018-09-17 14:36:17,,chlim@icloud.com,1643399,,,
,,2018-10-03 11:17:40,,rtanter@comcast.net,1643399,,,
,,2018-10-05 01:06:11,,storerm@comcast.net,1643145,,,
,,2018-09-18 00:07:36,,stecoop@yahoo.com,1643145,,,
,,2018-09-24 10:18:08,,mrdvt@outlook.com,1643145,,,
,,2018-10-02 07:57:00,,chlim@icloud.com,1643145,,,
,,2018-09-30 12:41:30,,bolow@aol.com,1643145,,,
,,2018-09-25 06:51:47,,vmalik@me.com,1643145,,,
,,2018-09-26 23:45:27,,dalamb@att.net,1643145,,,
,,2018-09-22 04:17:59,,vmalik@me.com,1643145,,,
,,2018-09-26 02:57:56,,kodeman@me.com,1642016,,,
,,2018-10-04 21:34:51,,chlim@icloud.com,1642016,,,
,,2018-10-05 17:06:24,,lbaxter@msn.com,1642016,,,
,,2018-10-07 00:11:24,,bolow@aol.com,1628084,,,
,,2018-09-23 08:31:35,,lbaxter@msn.com,1628084,,,
,,2018-09-25 13:53:43,,mrdvt@outlook.com,1628084,,,
,,2018-10-03 10:30:00,,privcan@outlook.com,1628084,,,
,,2018-09-23 00:13:35,,jhardin@verizon.net,1628084,,,
,,2018-10-03 02:12:06,,sbmrjbr@gmail.com,1628084,,,
,,2018-09-21 01:09:34,,kodeman@me.com,1628084,,,
,,2018-09-29 05:14:24,,josem@aol.com,1628084,,,
,,2018-09-29 04:48:52,,jhardin@verizon.net,1628084,,,
,,2018-10-07 09:56:16,,conteb@att.net,1625355,,,
,,2018-10-04 14:17:07,,lstein@sbcglobal.net,1625355,,,
,,2018-09-23 14:16:15,,telbij@msn.com,1625355,,,
,,2018-09-30 10:49:27,,parasite@hotmail.com,1625355,,,
,,2018-09-26 04:56:44,,frostman@live.com,1625355,,,
,,2018-09-25 17:17:21,,rkobes@me.com,1625355,,,
,,2018-09-23 06:47:07,,mrdvt@outlook.com,1601908,,,
,,2018-09-17 23:55:22,,conteb@att.net,1601908,,,
,,2018-10-02 08:32:40,,tbmaddux@comcast.net,1601908,,,
,,2018-10-06 19:24:54,,msherr@hotmail.com,1601908,,,
,,2018-09-23 05:20:20,,dinther@mac.com,1601908,,,
,,2018-10-07 13:09:01,,isaacson@msn.com,1601908,,,
,,2018-09-14 04:28:56,,jnolan@outlook.com,1598628,,,
,,2018-10-02 00:11:13,,zwood@optonline.net,1598628,,,
,,2018-09-23 14:16:23,,chlim@icloud.com,1598628,,,
,,2018-09-24 23:09:52,,isotopian@yahoo.com,1598628,,,
,,2018-09-29 03:01:18,,library@yahoo.ca,1578701,,,
,,2018-10-05 12:23:27,,raides@me.com,1578701,,,
,,2018-10-03 04:42:18,,josem@aol.com,1578701,,,
,,2018-09-20 08:02:26,,jnolan@outlook.com,1578701,,,
,,2018-09-24 10:17:52,,sherzodr@outlook.com,1575836,,,
,,2018-10-05 00:27:02,,rtanter@comcast.net,1575836,,,
,,2018-09-20 04:31:10,,jnolan@outlook.com,1575836,,,
,,2018-09-26 17:53:38,,nasor@yahoo.com,1575836,,,
,,2018-09-20 08:56:37,,dprice@msn.com,1575836,,,
,,2018-09-29 23:20:58,,raides@me.com,1575836,,,
,,2018-09-22 07:42:18,,kodeman@me.com,1575836,,,
,,2018-10-06 22:54:03,,tbmaddux@comcast.net,1575836,,,
,,2018-09-27 04:13:55,,portele@verizon.net,1575836,,,
,,2018-10-05 01:42:13,,lstein@sbcglobal.net,1575836,,,
,,2018-09-27 14:21:53,,dprice@msn.com,1575836,,,
,,2018-09-26 20:41:55,,conteb@att.net,1575836,,,
,,2018-09-25 13:22:21,,floxy@aol.com,1568639,,,
,,2018-09-23 06:55:50,,dprice@msn.com,1568639,,,
,,2018-10-06 03:54:59,,mahbub@yahoo.com,1568639,,,
,,2018-09-21 11:42:58,,penna@sbcglobal.net,1568639,,,
,,2018-09-17 01:45:53,,cderoove@yahoo.ca,1537724,,,
,,2018-09-23 09:58:30,,rkobes@me.com,1537724,,,
,,2018-09-29 04:55:34,,telbij@msn.com,1537724,,,
,,2018-09-24 20:08:30,,penna@sbcglobal.net,1537724,,,
,,2018-09-26 09:31:06,,library@yahoo.ca,1537724,,,
,,2018-09-30 05:59:40,,jpflip@yahoo.ca,1537724,,,
,,2018-09-27 09:36:49,,tbeck@yahoo.ca,1532672,,,
,,2018-10-04 15:10:52,,sbmrjbr@gmail.com,1532672,,,
,,2018-09-13 06:20:27,,lbaxter@msn.com,1531028,,,
,,2018-10-07 13:37:28,,isotopian@yahoo.com,1531028,,,
,,2018-09-26 00:11:41,,iamcal@live.com,1531028,,,
,,2018-09-20 14:13:41,,nasor@yahoo.com,1520044,,,
,,2018-09-25 08:08:07,,inico@att.net,1520044,,,
,,2018-09-29 07:40:42,,jhardin@verizon.net,1520044,,,
,,2018-09-27 20:19:41,,dinther@mac.com,1520044,,,
,,2018-09-23 07:05:51,,mrdvt@outlook.com,1520044,,,
,,2018-10-01 01:02:46,,frostman@live.com,1520044,,,
,,2018-10-06 22:24:16,,kodeman@me.com,1517317,,,
,,2018-09-25 22:10:11,,osrin@msn.com,1517317,,,
,,2018-10-01 13:10:35,,floxy@aol.com,1517317,,,
,,2018-09-25 15:49:35,,iamcal@live.com,1517317,,,
,,2018-10-07 12:30:23,,jpflip@yahoo.ca,1517317,,,
,,2018-09-30 00:27:33,,iamcal@live.com,1517317,,,
,,2018-09-30 14:48:09,,nasor@yahoo.com,1517317,,,
,,2018-10-02 21:38:54,,rtanter@comcast.net,1517317,,,
,,2018-10-02 21:07:16,,osrin@msn.com,1504828,,,
,,2018-09-29 13:49:20,,hllam@yahoo.ca,1504828,,,
,,2018-10-01 06:51:47,,chlim@icloud.com,1504828,,,
,,2018-09-20 01:33:37,,penna@sbcglobal.net,1504828,,,
,,2018-09-29 04:51:20,,munson@aol.com,1453643,,,
,,2018-09-21 22:25:18,,jpflip@yahoo.ca,1453643,,,
,,2018-10-05 08:41:07,,sherzodr@outlook.com,1453224,,,
,,2018-09-24 21:55:38,,privcan@outlook.com,1453224,,,
,,2018-10-06 00:42:34,,library@yahoo.ca,1453224,,,
,,2018-10-01 03:16:53,,zwood@optonline.net,1453224,,,
,,2018-09-20 19:47:23,,chlim@icloud.com,1453224,,,
,,2018-09-27 04:15:52,,isotopian@yahoo.com,1453224,,,
,,2018-10-07 04:35:59,,mrdvt@outlook.com,1453224,,,
,,2018-09-23 23:01:15,,mahbub@yahoo.com,1453224,,,
,,2018-10-06 11:33:17,,tbmaddux@comcast.net,1453224,,,
,,2018-10-07 13:11:18,,tbeck@yahoo.ca,1453224,,,
,,2018-09-26 17:08:48,,msherr@hotmail.com,1453224,,,
,,2018-09-29 11:00:42,,library@yahoo.ca,1429083,,,
,,2018-09-23 00:18:02,,zwood@optonline.net,1429083,,,
,,2018-09-21 14:19:00,,storerm@comcast.net,1429083,,,
,,2018-09-27 10:26:48,,library@yahoo.ca,1429083,,,
,,2018-09-25 08:17:37,,josem@aol.com,1429083,,,
,,2018-10-03 22:07:41,,osrin@msn.com,1429083,,,
,,2018-09-23 09:51:59,,vmalik@me.com,1429083,,,
,,2018-09-25 00:16:58,,cderoove@yahoo.ca,1429083,,,
,,2018-09-21 22:55:25,,library@yahoo.ca,1429083,,,
,,2018-09-20 17:02:41,,rkobes@me.com,1424387,,,
,,2018-09-29 16:35:36,,library@yahoo.ca,1424387,,,
,,2018-09-24 15:06:23,,stecoop@yahoo.com,1400981,,,
,,2018-10-02 00:45:03,,tbeck@yahoo.ca,1400981,,,
,,2018-09-24 18:38:16,,iamcal@live.com,1400981,,,
,,2018-10-07 10:18:46,,bolow@aol.com,1400981,,,
,,2018-10-01 06:35:09,,shawnce@yahoo.com,1400981,,,
,,2018-10-05 12:19:44,,stecoop@yahoo.com,1400981,,,
,,2018-09-15 15:37:36,,penna@sbcglobal.net,1386380,,,
,,2018-09-23 09:04:06,,ewaters@att.net,1386380,,,
,,2018-10-01 04:40:44,,vmalik@me.com,1386380,,,
,,2018-09-26 20:16:27,,lbaxter@msn.com,1383172,,,
,,2018-10-01 10:32:45,,raides@me.com,1383172,,,
,,2018-09-29 01:58:17,,lbaxter@msn.com,1383172,,,
,,2018-10-03 21:52:10,,chlim@icloud.com,1383172,,,
,,2018-09-29 07:32:06,,nasor@yahoo.com,1383172,,,
,,2018-09-24 04:54:15,,sbmrjbr@gmail.com,1356689,,,
,,2018-09-25 01:19:29,,bolow@aol.com,1356689,,,
,,2018-09-15 18:05:24,,shawnce@yahoo.com,1356689,,,
,,2018-09-24 16:11:55,,ewaters@att.net,1356689,,,
,,2018-10-05 13:24:56,,conteb@att.net,1356689,,,
,,2018-09-22 22:34:19,,mahbub@yahoo.com,1356689,,,
,,2018-09-30 17:40:51,,storerm@comcast.net,1356689,,,
,,2018-09-23 10:10:48,,rtanter@comcast.net,1356689,,,
,,2018-09-29 22:51:26,,floxy@aol.com,1356689,,,
,,2018-09-22 19:33:28,,kodeman@me.com,1356689,,,
,,2018-09-20 07:54:21,,frostman@live.com,1356689,,,
,,2018-10-06 08:05:15,,rtanter@comcast.net,1356689,,,
,,2018-09-21 01:34:55,,portele@verizon.net,1356689,,,
,,2018-10-02 19:15:45,,dprice@msn.com,1356689,,,
,,2018-09-26 06:58:27,,zwood@optonline.net,1356689,,,
,,2018-10-07 17:30:16,,telbij@msn.com,1313392,,,
,,2018-09-27 10:42:57,,tbeck@yahoo.ca,1313392,,,
,,2018-09-23 11:18:28,,crusader@yahoo.ca,1313392,,,
,,2018-09-21 07:10:32,,chlim@icloud.com,1313392,,,
,,2018-10-03 17:17:33,,msherr@hotmail.com,1313392,,,
,,2018-09-28 09:21:37,,sherzodr@outlook.com,1313392,,,
,,2018-09-30 12:38:27,,zwood@optonline.net,1309900,,,
,,2018-09-28 00:07:51,,telbij@msn.com,1309900,,,
,,2018-10-01 13:59:24,,zwood@optonline.net,1299894,,,
,,2018-09-26 04:22:14,,inico@att.net,1299894,,,
,,2018-09-27 16:30:06,,graham@sbcglobal.net,1299894,,,
,,2018-10-02 04:54:50,,chlim@icloud.com,1299894,,,
,,2018-10-01 03:46:59,,msherr@hotmail.com,1299894,,,
,,2018-09-28 16:03:43,,iamcal@live.com,1299894,,,
,,2018-10-02 07:38:33,,tbmaddux@comcast.net,1299894,,,
,,2018-09-24 16:05:18,,msherr@hotmail.com,1271371,,,
,,2018-10-03 20:04:51,,bolow@aol.com,1256338,,,
,,2018-09-27 11:25:56,,isotopian@yahoo.com,1256338,,,
,,2018-10-05 02:04:37,,isotopian@yahoo.com,1256338,,,
,,2018-09-21 06:56:33,,lstein@sbcglobal.net,1256338,,,
,,2018-10-06 20:31:16,,telbij@msn.com,1177566,,,
,,2018-09-22 20:44:56,,bolow@aol.com,1177566,,,
,,2018-09-27 09:39:00,,inico@att.net,1177566,,,
,,2018-09-28 07:50:53,,tbmaddux@comcast.net,1177566,,,
,,2018-09-30 13:57:26,,bolow@aol.com,1150044,,,
,,2018-10-04 19:44:50,,library@yahoo.ca,1150044,,,
,,2018-09-30 04:35:47,,bolow@aol.com,1150044,,,
,,2018-09-30 06:20:14,,munson@aol.com,1150044,,,
,,2018-09-21 13:39:18,,frostman@live.com,1150044,,,
,,2018-10-07 04:22:07,,munson@aol.com,1150044,,,
,,2018-09-23 19:39:38,,zwood@optonline.net,1143140,,,
,,2018-09-25 10:37:01,,iamcal@live.com,1143140,,,
,,2018-10-01 20:48:25,,jpflip@yahoo.ca,1143140,,,
,,2018-09-28 17:00:55,,mrdvt@outlook.com,1143140,,,
,,2018-09-26 10:46:14,,zwood@optonline.net,1143140,,,
,,2018-09-30 06:34:02,,stecoop@yahoo.com,1143140,,,
,,2018-09-20 10:26:57,,sbmrjbr@gmail.com,1135339,,,
,,2018-09-27 01:16:07,,raides@me.com,1135339,,,
,,2018-10-01 11:06:39,,parasite@hotmail.com,1135339,,,
,,2018-09-25 08:32:29,,dprice@msn.com,1057180,,,
,,2018-09-14 22:17:07,,chlim@icloud.com,1057180,,,
,,2018-09-16 01:08:52,,vmalik@me.com,1057180,,,
,,2018-10-05 16:49:50,,privcan@outlook.com,1057180,,,
,,2018-09-30 04:43:43,,floxy@aol.com,1057180,,,
,,2018-10-06 06:32:42,,jhardin@verizon.net,1057180,,,
,,2018-09-22 09:53:31,,privcan@outlook.com,1049016,,,
,,2018-10-03 10:56:47,,kodeman@me.com,1049016,,,
,,2018-09-22 11:04:13,,osrin@msn.com,1049016,,,
,,2018-09-13 23:55:34,,parasite@hotmail.com,1041259,,,
,,2018-09-30 08:44:04,,tbeck@yahoo.ca,1041259,,,
,,2018-09-25 13:15:19,,lbaxter@msn.com,1041259,,,
,,2018-09-14 12:17:17,,floxy@aol.com,1041259,,,
,,2018-09-28 21:17:58,,osrin@msn.com,1041259,,,
,,2018-10-03 08:07:43,,jpflip@yahoo.ca,1041259,,,
,,2018-10-02 23:06:53,,zwood@optonline.net,1041259,,,
,,2018-10-07 08:22:48,,mrdvt@outlook.com,1041259,,,
,,2018-10-05 22:42:34,,raides@me.com,1041259,,,
,,2018-10-07 14:30:01,,library@yahoo.ca,1041259,,,
,,2018-09-26 20:28:20,,vmalik@me.com,1041259,,,
,,2018-10-04 11:14:37,,stecoop@yahoo.com,1041259,,,
,,2018-09-21 07:55:09,,rkobes@me.com,1041259,,,
,,2018-09-26 12:56:45,,osrin@msn.com,1041259,,,
